Trajectory Data
Closed,True
Number of points,100
Has velocities,True
Has accelerations,True

Point_Index,X,Y,Normal_X,Normal_Y,Curvature,Velocity,Accel_Type
1,-19.16256018233186,46.95596590909093,-0.11296703540417709,0.9935987363679523,0.03631351937054208,16.436158970850304,Power_Limited
2,-15.233189541361918,47.1271566257425,0.019297309560081112,0.9998137895847119,0.03059608388934897,17.906123774213295,Power_Limited
3,-11.19743849211927,46.80223186327066,0.13620237025152773,0.9906810356203787,0.02762524066505458,18.844363308535907,Braking
4,-7.206320033942772,46.02359391150767,0.24510567900956587,0.9694963672532557,0.027941071957418812,18.737557207566134,Braking
5,-3.41084716617127,44.833645060285846,0.35476404215994783,0.9349558676163997,0.031891727293872206,17.538622593979394,Braking
6,0.03796711185639512,43.27478759943743,0.4738961404868302,0.8805807447541006,0.041116482702159084,15.44637327390352,Braking
7,2.989109800801379,41.38942381879473,0.6109974550979457,0.7916325598810561,0.05916331214113485,12.876809302971603,Braking
8,5.291567901324839,39.21995600819,0.7692096841838976,0.6389964489398267,0.09073452279599413,10.397961952429933,Braking
9,6.794328414087925,36.808786457455554,0.925514415858326,0.3787123790403762,0.13077520015488192,8.661075152158478,Braking
10,7.3463783397517926,34.19831745642363,0.9999996107613264,0.0008823135472897424,0.1431118146680937,8.279359857747325,Constant
11,6.799073110519586,31.431225839218943,0.9340324460937425,-0.3571881711985155,0.09641435065535697,10.087038149900208,Power_Limited
12,5.194921779302169,28.572346621279852,0.8260127042132651,-0.5636514991360254,0.04540240534588524,14.699246498483081,Power_Limited
13,2.905008661388768,25.72460266703247,0.7538055424317556,-0.6570975606400977,0.020904906951767402,21.662590210214447,Power_Limited
14,0.33282504117227063,22.99467339803516,0.7215803254896144,-0.692330725785229,0.005350439987427863,41.666666666666664,Braking
15,-2.118137796954434,20.489238235846305,0.7303155774685764,-0.6831099159774654,0.017013034824421482,24.01284448269919,Braking
16,-4.04438856859845,18.314976602024267,0.8008548243069491,-0.5988585395435934,0.10151896771748932,9.830167254716093,Braking
17,-5.042435989366902,16.578567918127412,0.9712124823624538,-0.23821484862065212,0.6006022492853798,4.041485514420563,Constant
18,-4.767102944561123,15.36843810040675,0.736745823071233,0.6761697953821152,0.5412095192621085,4.257471900873605,Power_Limited
19,-3.271045099579558,14.6484834216146,0.2514929095807371,0.9678591408002588,0.12785128005685342,8.75955337752339,Power_Limited
20,-0.7730365184488753,14.330601762227243,0.05563033253063854,0.9984514340229727,0.03820259671625579,16.02463188416505,Power_Limited
21,2.507593624206326,14.326517241964407,-0.03049330298381548,0.9995349711106346,0.01526854680047253,25.347530329968443,Power_Limited
22,6.351516153761443,14.54795398054579,-0.07204001119722407,0.997401742923434,0.006636739356226127,38.44652771012845,Power_Limited
23,10.539401895591899,14.906636097691122,-0.08978846949424331,0.9959608580390504,0.002033451881007906,41.666666666666664,Power_Limited
24,14.851921675073095,15.31428771312011,-0.09059491345729491,0.9958878258396703,0.0016858806960439257,41.666666666666664,Braking
25,19.069746317580424,15.682632946552475,-0.07508595605656293,0.9971770651208701,0.006290527918547013,39.490347611369515,Braking
26,23.00343290204724,15.928084435078382,-0.04085124781137764,0.9991652393634666,0.012406416188804661,28.119741934180635,Braking
27,26.617651777708787,15.991231909227546,0.015547159810006119,0.9998791356068203,0.02083709054342218,21.697813114420434,Braking
28,29.926606106049956,15.820435743989675,0.09864482310048926,0.9951227054366074,0.03227622062134125,17.433844419300577,Braking
29,32.9445223841445,15.364059975211923,0.212106543325116,0.9772465473352518,0.046159878557181795,14.578141956541046,Braking
30,35.6856271090661,14.57046863874142,0.3540552829925132,0.935224495287143,0.059476744627709924,12.84283516975457,Braking
31,38.16414677788856,13.388025770425322,0.5118275526443855,0.859088212207605,0.06668881187904298,12.128525722917317,Constant
32,40.39429661867305,11.76513764121754,0.6602399203936449,0.7510547566713052,0.06253762915160066,12.524598058025157,Power_Limited
33,42.38238601109284,9.679840833450076,0.7758864999154567,0.6308725221856963,0.050751801932204084,13.903007930549728,Power_Limited
34,44.1129797311146,7.191668480743134,0.8574164862661177,0.5146231330586146,0.04142226755084483,15.389254042281404,Power_Limited
35,45.5669366033627,4.374043243411098,0.9141689007621787,0.4053334687381118,0.035324590440075194,16.664639994807203,Power_Limited
36,46.72511545246152,1.3003877817683476,0.9534737383626208,0.30147608570632656,0.03179741493841219,17.564613450305202,Power_Limited
37,47.56837510303543,-1.9558752438707157,0.9797724672480282,0.2001147481389403,0.030329961072709192,17.98450865671759,Braking
38,48.077574379708814,-5.32132317319174,0.9952027955038829,0.09783351072744291,0.03064213204661384,17.892664299349995,Braking
39,48.233572107106056,-8.722533345880331,0.9999602117753921,-0.008920474545292144,0.032655448138718714,17.33231924200302,Braking
40,48.01722710985151,-12.086083101622098,0.9923299971792037,-0.12361705666420672,0.03642414982862899,16.41117935418521,Braking
41,47.40939821256955,-15.338549780102667,0.9689406332895178,-0.2472934474677972,0.04062270387377173,15.539966928258286,Constant
42,46.40111755330315,-18.418293814124393,0.9288075724023943,-0.3705624015573775,0.0396778651082504,15.72390297682274,Power_Limited
43,45.02586229475651,-21.312836972364007,0.8768351912072818,-0.48079106424775564,0.036324067431888866,16.43377236861499,Power_Limited
44,43.32817748778397,-24.022520244858455,0.818580458221683,-0.5743918813994322,0.032497676924069165,17.374341171049185,Power_Limited
45,41.352608212663306,-26.547684655723852,0.7582169244959709,-0.6520023737747211,0.028735984460645864,18.47657476095427,Power_Limited
46,39.143699549672306,-28.888671229076355,0.6986326248680538,-0.715480576584699,0.025357407141566563,19.66899100865051,Power_Limited
47,36.7459965790887,-31.045820989032062,0.6415054684134374,-0.7671184615140326,0.022506454610269115,20.87761863496462,Power_Limited
48,34.20404438119028,-33.019474959707146,0.5875850977973126,-0.8091623773053975,0.020223139802732593,22.024710652244288,Power_Limited
49,31.5623880362548,-34.80997416521771,0.5369851913626371,-0.8435916691487843,0.01850158169080819,23.0266136836179,Power_Limited
50,28.865572624560006,-36.41765962967992,0.48940231665251527,-0.8720581244705832,0.017332583897231225,23.79046047952477,Braking
51,26.158110195851698,-37.842875322503296,0.4432389615548365,-0.8964034933888814,0.017354168994484546,23.775660601137606,Braking
52,23.465842462855793,-39.08763002493339,0.39450740669240114,-0.9188927609165481,0.019154864658199496,22.63054222981623,Braking
53,20.764818355456267,-40.15837248167933,0.3410402258127316,-0.940048703194468,0.02042728317438578,21.91438054835729,Braking
54,18.022875973226995,-41.06228358746283,0.2843521730504971,-0.9587198974056292,0.0205948742103579,21.825034145397016,Constant
55,15.207853415741821,-41.80654423700557,0.2268782114073309,-0.9739231372077627,0.01964424180516155,22.346878514986642,Power_Limited
56,12.287588782574623,-42.398335325029265,0.17112567454986816,-0.9852492088349285,0.017779358857705787,23.489645133715783,Power_Limited
57,9.229920173299263,-42.84483774625563,0.11925558798002986,-0.9928635881809431,0.01534004959332442,25.288386578806158,Power_Limited
